"","ID","Site","Place","Assignment","From.date","To.date","From.time","To.time","Hours","No.Call.No.Show","Call.Email.to.miss.shift","Absence"
"8526",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-12-2018","04-12-2018","4:59 pm","7:20 pm",2.25,0,0,0
"8527",2079,"PAWS Adoption Center - Old City","Volunteer Services","Cat Pawsitive Program Volunteers - OLD CITY","04-13-2018","04-13-2018","4:34 pm","7:12 pm",2.75,0,0,0
"8528",2079,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","04-15-2018","04-15-2018","12:04 pm","2:04 pm",2,0,0,0
"8529",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-19-2018","04-19-2018","5:04 pm","7:17 pm",2.25,0,0,0
"8530",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-20-2018","04-20-2018","5:21 pm","7:21 pm",2,0,0,0
"8531",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","04-21-2018","04-21-2018","3:10 pm","7:04 pm",4,0,0,0
"8532",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-22-2018","04-22-2018","4:11 pm","6:22 pm",2.25,0,0,0
"8533",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-26-2018","04-26-2018","5:10 pm","7:15 pm",2,0,0,0
"8534",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","04-28-2018","04-28-2018","1:07 pm","4:27 pm",3.25,0,0,0
"8535",2079,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","04-28-2018","04-28-2018","4:28 pm","7:24 pm",3,0,0,0
"8536",2079,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","04-29-2018","04-29-2018","3:02 pm","4:15 pm",1.25,0,0,0
"8537",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","04-29-2018","04-29-2018","4:15 pm","6:39 pm",2.5,0,0,0
"8538",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-03-2018","05-03-2018","5:09 pm","7:13 pm",2,0,0,0
"8539",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-04-2018","05-04-2018","5:15 pm","7:15 pm",2,0,0,0
"8540",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","05-05-2018","05-05-2018","12:34 pm","4:04 pm",3.5,0,0,0
"8541",2079,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-06-2018","05-06-2018","9:08 am","10:09 am",1,0,0,0
"8542",2079,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","05-06-2018","05-06-2018","2:07 pm","6:14 pm",4,0,0,0
"8543",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","05-09-2018","05-09-2018","4:58 pm","8:58 pm",4,0,0,0
"8544",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-10-2018","05-10-2018","5:06 pm","7:15 pm",2.25,0,0,0
"8545",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","05-12-2018","05-12-2018","12:59 pm","5:00 pm",4,0,0,0
"8546",2079,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-12-2018","05-12-2018","5:00 pm","6:59 pm",2,0,0,0
"8547",2079,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","05-13-2018","05-13-2018","","",3.5,0,0,0
"8548",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","05-20-2018","05-20-2018","2:01 pm","6:24 pm",4.5,0,0,0
"8549",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-24-2018","05-24-2018","5:01 pm","7:17 pm",2.25,0,0,0
"8550",2079,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-26-2018","05-26-2018","8:56 am","10:14 am",1.25,0,0,0
"8551",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","05-26-2018","05-26-2018","1:15 pm","5:15 pm",4,0,0,0
"8552",2079,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-27-2018","05-27-2018","8:55 am","10:39 am",1.75,0,0,0
"8553",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-26-2018","05-26-2018","","",2,0,0,0
"8554",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-30-2018","05-30-2018","7:15 pm","9:15 pm",2,0,0,0
"8555",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","05-31-2018","05-31-2018","4:57 pm","7:16 pm",2.25,0,0,0
"8556",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-02-2018","06-02-2018","1:18 pm","5:18 pm",4,0,0,0
"8557",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","06-07-2018","06-07-2018","4:49 pm","7:23 pm",2.5,0,0,0
"8558",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","06-14-2018","06-14-2018","5:04 pm","7:18 pm",2.25,0,0,0
"8559",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-16-2018","06-16-2018","12:54 pm","5:12 pm",4.25,0,0,0
"8560",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Rockstar","06-21-2018","06-21-2018","4:53 pm","7:21 pm",2.5,0,0,0
"8561",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-22-2018","06-22-2018","3:51 pm","6:47 pm",3,0,0,0
"8562",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-23-2018","06-23-2018","12:47 pm","4:03 pm",3.25,0,0,0
"8563",2079,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","06-24-2018","06-24-2018","9:44 am","11:03 am",1.25,0,0,0
"8564",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-24-2018","06-24-2018","2:18 pm","6:11 pm",4,0,0,0
"8565",2079,"PAWS Adoption Center - Old City","Volunteer Services","Cat Pawsitive Program Volunteers - OLD CITY","06-27-2018","06-27-2018","3:06 pm","4:56 pm",1.75,0,0,0
"8566",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","06-27-2018","06-27-2018","4:56 pm","7:17 pm",2.25,0,0,0
"8567",2079,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-01-2018","07-01-2018","10:01 am","11:02 am",1,0,0,0
"8568",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","07-01-2018","07-01-2018","11:02 am","2:41 pm",3.75,0,0,0
"8569",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","07-14-2018","07-14-2018","1:36 pm","5:36 pm",4,0,0,0
"8570",2079,"PAWS Adoption Center - Old City","Volunteer Services","PAC Adoptions Assistant AAV","07-22-2018","07-22-2018","1:12 pm","5:12 pm",4,0,0,0
"8571",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-28-2014","01-28-2014","","",2,0,0,0
"8572",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-29-2014","01-29-2014","","",2,0,0,0
"8573",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-31-2014","01-31-2014","","",2,0,0,0
"8574",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-03-2014","02-03-2014","","",2,0,0,0
"8575",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-08-2014","02-08-2014","","",2,0,0,0
"8576",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-28-2014","02-28-2014","","",2,0,0,0
"8577",1632,"Grays Ferry Clinic - GF","Volunteer Services","Cat Care Volunteer - GF","02-27-2014","02-27-2014","","",2,0,0,0
"8578",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-26-2014","02-26-2014","","",2,0,0,0
"8579",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-22-2014","02-22-2014","","",2,0,0,0
"8580",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","02-20-2014","02-20-2014","","",2,0,0,0
"8581",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-04-2014","03-04-2014","","",2,0,0,0
"8582",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-05-2014","03-05-2014","","",2,0,0,0
"8583",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-08-2014","03-08-2014","","",2,0,0,0
"8584",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-10-2014","03-10-2014","","",2,0,0,0
"8585",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-12-2014","03-12-2014","","",1.75,0,0,0
"8586",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-01-2014","03-01-2014","","",2,0,0,0
"8587",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-03-2014","03-03-2014","","",2.5,0,0,0
"8588",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-16-2014","09-16-2014","","",2,0,0,0
"8589",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-18-2014","09-18-2014","","",2,0,0,0
"8590",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-09-2014","09-09-2014","","",2,0,0,0
"8591",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-11-2014","09-11-2014","","",2,0,0,0
"8592",1632,"Mutt Strut","Volunteer Services","*PAWS 11th Annual Mutt Strut - October 14th (Rain Date - 10/15)","10-23-2014","10-23-2014","","",8,0,0,0
"8593",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-08-2015","04-08-2015","","",2,0,0,0
"8594",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-16-2015","04-16-2015","","",2,0,0,0
"8595",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-23-2015","04-23-2015","","",2,0,0,0
"8596",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-01-2015","05-01-2015","","",2,0,0,0
"8597",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-07-2015","05-07-2015","","",2,0,0,0
"8598",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-14-2015","05-14-2015","","",2,0,0,0
"8599",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-21-2015","05-21-2015","","",1,0,0,0
"8600",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-28-2015","05-28-2015","","",2,0,0,0
"8601",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-04-2015","06-04-2015","","",2,0,0,0
"8602",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-11-2015","06-11-2015","","",2,0,0,0
"8603",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-18-2015","06-18-2015","","",2,0,0,0
"8604",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","08-13-2015","08-13-2015","","",2,0,0,0
"8605",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","08-20-2015","08-20-2015","","",2,0,0,0
"8606",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","08-27-2015","08-27-2015","","",2,0,0,0
"8607",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-03-2015","09-03-2015","","",2,0,0,0
"8608",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-16-2015","09-16-2015","","",2,0,0,0
"8609",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-23-2015","09-23-2015","","",2,0,0,0
"8610",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","09-30-2015","09-30-2015","","",2,0,0,0
"8611",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","10-07-2015","10-07-2015","","",2,0,0,0
"8612",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","10-14-2015","10-14-2015","","",2.5,0,0,0
"8613",1632,"Mutt Strut","Volunteer Services","*PAWS 11th Annual Mutt Strut - October 14th (Rain Date - 10/15)","10-24-2015","10-24-2015","","",5,0,0,0
"8614",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","10-28-2015","10-28-2015","","",2,0,0,0
"8615",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-11-2015","11-11-2015","","",2,0,0,0
"8616",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-18-2015","11-18-2015","","",2,0,0,0
"8617",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","11-25-2015","11-25-2015","","",2,0,0,0
"8618",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-09-2015","12-09-2015","","",2,0,0,0
"8619",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-16-2015","12-16-2015","","",2,0,0,0
"8620",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-23-2015","12-23-2015","","",2,0,0,0
"8621",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-30-2015","12-30-2015","","",2,0,0,0
"8622",1632,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","01-06-2016","01-06-2016","","",1.75,0,0,0
"8623",1655,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","12-06-2017","12-06-2017","","",0,0,1,1
"8624",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-13-2017","04-13-2017","","",1,0,0,0
"8625",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-18-2017","04-18-2017","","",2,0,0,0
"8626",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-22-2017","04-22-2017","","",1,0,0,0
"8627",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-28-2017","04-28-2017","","",1,0,0,0
"8628",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","04-29-2017","04-29-2017","","",1,0,0,0
"8629",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-16-2017","05-16-2017","","",1,0,0,0
"8630",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-17-2017","05-17-2017","","",1,0,0,0
"8631",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-19-2017","05-19-2017","","",1,0,0,0
"8632",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-21-2017","05-21-2017","","",1,0,0,0
"8633",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-26-2017","05-26-2017","","",1.5,0,0,0
"8634",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","05-27-2017","05-27-2017","","",1,0,0,0
"8635",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","06-12-2017","06-12-2017","","",1,0,0,0
"8636",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","06-14-2017","06-14-2017","","",1,0,0,0
"8637",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-02-2017","07-02-2017","","",1,0,0,0
"8638",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-27-2017","07-27-2017","","",1,0,0,0
"8639",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-29-2017","07-29-2017","","",1,0,0,0
"8640",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-30-2017","07-30-2017","","",1,0,0,0
"8641",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-31-2017","07-31-2017","","",1,0,0,0
"8642",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-05-2017","08-05-2017","","",1,0,0,0
"8643",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-25-2017","08-25-2017","","",1.5,0,0,0
"8644",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","08-28-2017","08-28-2017","","",1,0,0,0
"8645",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-02-2017","09-02-2017","","",1,0,0,0
"8646",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-04-2017","09-04-2017","","",1,0,0,0
"8647",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-08-2017","09-08-2017","","",1,0,0,0
"8648",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-09-2017","09-09-2017","","",1,0,0,0
"8649",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-10-2017","09-10-2017","","",1,0,0,0
"8650",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-13-2017","09-13-2017","","",0.6666666667,0,0,0
"8651",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-12-2017","09-12-2017","","",1,0,0,0
"8652",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-15-2017","09-15-2017","","",1,0,0,0
"8653",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","09-25-2017","09-25-2017","","",1,0,0,0
"8654",1252,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","10-03-2017","10-03-2017","","",1,0,0,0
"8655",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","03-24-2018","03-24-2018","8:59 am","11:01 am",2,0,0,0
"8656",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-07-2018","04-07-2018","9:04 am","10:59 am",2,0,0,0
"8657",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-28-2018","04-28-2018","9:08 am","11:05 am",2,0,0,0
"8658",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-13-2018","05-13-2018","9:07 am","11:05 am",2,0,0,0
"8659",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","05-26-2018","05-26-2018","8:58 am","11:02 am",2,0,0,0
"8660",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-09-2018","06-09-2018","8:54 am","11:02 am",2.25,0,0,0
"8661",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-23-2018","06-23-2018","8:55 am","11:02 am",2,0,0,0
"8662",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","06-30-2018","06-30-2018","9:00 am","10:58 am",2,0,0,0
"8663",1825,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-01-2018","07-01-2018","9:02 am","10:11 am",1.25,0,0,0
"8664",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","07-07-2018","07-07-2018","9:06 am","10:57 am",1.75,0,0,0
"8665",1825,"PAWS Adoption Center - Old City","Volunteer Services","Dog Walking Volunteer - PAC","07-08-2018","07-08-2018","9:03 am","10:09 am",1,0,0,0
"8666",1825,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","07-21-2018","07-21-2018","8:59 am","10:43 am",1.75,0,0,0
"8667",1531,"PAWS off-site events","Volunteer Services","August 17th - 4pm - 7pm: Camden Riversharks Game","08-17-2013","08-17-2013","","",4.5,0,0,0
"8668",1531,"PAWS off-site events","Volunteer Services","August 4th - 11am-6pm: 2nd Street Festival (TWO shifts)","08-10-2013","08-10-2013","","",4,0,0,0
"8669",1531,"PAWS off-site events","Volunteer Services","September 7th: 12-3 p.m.:Adoption event with Free People","09-07-2013","09-07-2013","","",3,0,0,0
"8670",1531,"PAWS (Philadelphia Animal Welfare Society)","Volunteer Services","Administrative tasks","09-25-2013","09-25-2013","","",4,0,0,0
"8671",1531,"PAWS off-site events","Volunteer Services","October 5th - 12 - 6pm: Roxtober Fest","10-05-2013","10-05-2013","","",3.5,0,0,0
"8672",1531,"PAWS off-site events","Volunteer Services","October 26 - 11 a.m. - 4 p.m.: East Passyunk Fall Fest & Spooky Saturday","10-26-2013","10-26-2013","","",5,0,0,0
"8673",1531,"PAWS off-site events","Volunteer Services","December 7th & 8th - 2-4 p.m.: Santa Paws at Hotel Palomar","12-07-2013","12-07-2013","","",2.5,0,0,0
"8674",2205,"PAWS Adoption Center - Old City","Volunteer Services","Cat Care Volunteer - PAC","04-20-2018","04-20-2018","5:06 pm","6:07 pm",1,0,0,0
"8675",2205,"PAWS Adoption Center - Old City","Volunteer Services","PAC Cat Mentee Shift (for shadowing only)","04-21-2018","04-21-2018","","",2,0,0,0
"8676",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","08-03-2014","08-03-2014","","",2.6666666667,0,0,0
"8677",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Cat Care Volunteer - Grant Ave.","09-14-2014","09-14-2014","","",2,0,0,0
"8678",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","03-29-2015","03-29-2015","","",1,0,0,0
"8679",1198,"","","","04-11-2015","04-11-2015","","",5.5,0,0,0
"8680",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","04-12-2015","04-12-2015","","",2,0,0,0
"8681",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","04-21-2015","04-21-2015","","",0.5,0,0,0
"8682",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","04-23-2015","04-23-2015","","",0.5,0,0,0
"8683",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","04-27-2015","04-27-2015","","",0.5,0,0,0
"8684",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","04-30-2015","04-30-2015","","",0.5,0,0,0
"8685",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","05-01-2015","05-01-2015","","",0.5,0,0,0
"8686",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","05-10-2015","05-10-2015","","",2,0,0,0
"8687",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","05-13-2015","05-13-2015","","",0.5,0,0,0
"8688",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","05-15-2015","05-15-2015","","",0.5,0,0,0
"8689",1198,"PAWS off-site events","Volunteer Services","September 9th - 11am-4pm: CNKP Super Adoption Day (2 shifts)","05-17-2015","05-17-2015","","",4,0,0,0
"8690",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-07-2015","06-07-2015","","",1,0,0,0
"8691",1198,"PAWS off-site events","Volunteer Services","October 8th - 12-3pm: Adoption event at Korman Rushwood","06-06-2015","06-06-2015","","",2.75,0,0,0
"8692",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-05-2015","06-05-2015","","",0.5,0,0,0
"8693",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-10-2015","06-10-2015","","",0.5,0,0,0
"8694",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-20-2015","06-20-2015","","",1.5,0,0,0
"8695",1198,"Mutt Strut","Volunteer Services","*PAWS 11th Annual Mutt Strut - October 14th (Rain Date - 10/15)","10-24-2015","10-24-2015","","",2,0,0,0
"8696",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","11-08-2015","11-08-2015","","",1.5,0,0,0
"8697",1198,"","","","02-13-2016","02-13-2016","","",3.5,0,0,0
"8698",1198,"PAWS off-site events","Volunteer Services","April 21st - 11:30-3pm: Pet Valu Roxborough","04-30-2016","04-30-2016","","",5,0,0,0
"8699",1198,"PAWS off-site events","Volunteer Services","April 21st - 11:30-3pm: Pet Valu Roxborough","04-30-2016","04-30-2016","","",5,0,0,0
"8700",1198,"","","","06-18-2016","06-18-2016","","",3.25,0,0,0
"8701",1198,"PAWS off-site events","Volunteer Services","July 21st - 11:30 a.m. - 3 p.m.: Adoption Day with Pet Valu Jenkintown","09-10-2016","09-10-2016","","",4,0,0,0
"8702",1198,"PAWS off-site events","Volunteer Services","October 9th - 12-6pm: OutFest (multiple shifts)","10-09-2016","10-09-2016","","",4,0,0,0
"8703",1198,"","","","02-18-2017","02-18-2017","","",4.25,0,0,0
"8704",1198,"PAWS off-site events","Volunteer Services","*July 28th - 11:30am-3pm: Summit Aid Fundraiser","04-23-2017","04-23-2017","","",4,0,0,0
"8705",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","06-17-2017","06-17-2017","","",1.5,0,0,0
"8706",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","07-01-2017","07-01-2017","","",0.75,0,0,0
"8707",1198,"PAWS Grant Ave. Adoption Center/Wellness Clinic","Volunteer Services","Dog Walking Volunteer - Grant Ave.","07-16-2017","07-16-2017","","",1.75,0,0,0
"8708",1198,"PAWS off-site events","Volunteer Services","March 24th- 10:30-3pm: Adopt at The Top","03-24-2018","03-24-2018","","",6,0,0,0
